name,position,projection,salary
Patrick Beverley,PG/SG,18.395167,8300
Ronnie Brewer,None,1.841685,-1
Aaron Brooks,PG,11.395966,5000
Rasual Butler,None,4.477741,-1
Omri Casspi,SF,15.359522,6000
Francisco Garcia,SG/SF,13.31998,5000
Paul George,SG/SF,35.528131,14900
James Harden,SG/SF,34.023011,15500
Roy Hibbert,C,27.788742,10300
George Hill,PG/SG,20.881025,8450
Dwight Howard,C/PF,36.350865,15700
Terrence Jones,PF/SF,20.139035,8400
Ian Mahinmi,C,7.596766,5000
Chandler Parsons,PF/SF,27.382185,11650
Luis Scola,C/PF,12.40223,6200
Greg Smith,C/PF,6.81869,5000
Lance Stephenson,SG,24.861302,11300
C.J. Watson,PG,11.443209,5000
David West,PF,24.147719,10200
Jose Barea,PG,14.049855,7250
Corey Brewer,SG/SF,19.231856,8150
Dante Cunningham,PF,13.713172,5000
Kevin Love,C/PF,47.668069,19600
Kevin Martin,SG/SF,27.420606,9700
Luc Mbah a Moute,SF/PF,10.658421,5000
Nikola Pekovic,C,30.362398,10350
Ricky Rubio,PG,27.245926,12500
Alexey Shved,PG/SG,5.318406,5000
Kobe Bryant,PG/SG,22.293263,11450
Pau Gasol,C/PF,26.704076,12650
Xavier Henry,SG/SF,13.277105,6800
Jordan Hill,C/PF,19.58477,8100
Wesley Johnson,SG/SF,17.331217,7350
Jodie Meeks,SG,16.448914,7050
Robert Sacre,C,10.13404,5000
Shawne Williams,PF/SF,11.841836,5350
Nick Young,SG/SF,19.052538,8750
Quincy Acy,PF,8.453967,5000
Ray Allen,SG,15.333259,6800
Chris Andersen,C/PF,13.183399,6300
Shane Battier,SG/SF,8.045027,5000
Chris Bosh,C/PF,22.651262,11750
Mario Chalmers,PG,18.384475,8600
Norris Cole,PG,13.607612,6200
DeMarcus Cousins,C/PF,42.501401,16850
Jimmer Fredette,PG/SG,9.113632,5700
Rudy Gay,PF/SF,30.885624,11750
Aaron Gray,None,4.803214,-1
Udonis Haslem,PF,4.586345,5000
LeBron James,PF/SF,36.261709,18500
Rashard Lewis,PF/SF,9.471513,5000
Ray McCallum,None,0.123822,-1
Ben McLemore,SG,15.067664,5000
Hamady NDiaye,None,2.365973,-1
Travis Outlaw,PF/SF,10.714009,5000
Isaiah Thomas,PG,31.631411,13450
Jason Thompson,C/PF,15.104097,6100
Dwyane Wade,PG/SG,29.473303,13550
Derrick Williams,PF/SF,13.776188,7000
Alan Anderson,SG/SF,15.367611,6600
Andray Blatche,C/PF,20.806385,9650
Reggie Evans,C/PF,6.922254,5000
Kevin Garnett,C/PF,18.865563,7050
Joe Johnson,SG/SF,26.804551,11250
Shaun Livingston,PG/SG,15.296133,6650
Brook Lopez,C,32.234611,12450
Paul Pierce,SG/SF,21.757796,9400
Mirza Teletovic,PF/SF,11.25504,5000
Deron Williams,PG,26.624644,12050
Lavoy Allen,C/PF,12.487713,5000
Alan Anderson,SG/SF,18.885132,6600
James Anderson,SG/SF,17.762531,7350
Andray Blatche,C/PF,23.281068,9650
Lorenzo Brown,PG,7.18532,5000
Brandon Davies,PF,5.770234,5000
Kevin Garnett,C/PF,20.967931,7050
Spencer Hawes,C/PF,29.775007,11950
Joe Johnson,SG/SF,33.426162,11250
Shaun Livingston,PG/SG,19.074523,6650
Paul Pierce,SG/SF,24.020691,9400
Mason Plumlee,PF,12.650609,5000
Tornike Shengelia,None,3.934313,-1
Tyshawn Taylor,PG,11.038572,5000
Mirza Teletovic,PF/SF,12.471715,5000
Hollis Thompson,PF/SF,10.935835,6200
Evan Turner,SG/SF,30.374076,11800
Deron Williams,PG,35.731035,12050
Elliot Williams,None,4.904537,-1
Tony Wroten,PG,22.331205,11150
Thaddeus Young,PF/SF,24.239311,10450
