name,position,projection,salary
Greg Monroe,PF/C,29.886219,7300
Ramon Sessions,PG/SG,17.281698,4400
Kyle Singler,SG/SF,13.658195,3400
Josh Smith,SF/PF,31.844084,7500
Jeff Taylor,None,13.848110,-1
Anthony Tolliver,SF/PF,9.650937,3000
Kemba Walker,PG,31.287225,7700
Cody Zeller,PF/C,12.728655,5600
Patrick Beverley,PG/SG,20.263208,4500
Ronnie Brewer,SG/SF,1.950182,3000
Aaron Brooks,PG,12.716195,3000
Rasual Butler,SG/SF,4.444271,3000
Omri Casspi,SF,16.655736,3300
Francisco Garcia,SG/SF,14.263568,3000
Paul George,SG/SF,39.258620,8600
James Harden,SG/SF,38.467165,9600
Roy Hibbert,C,30.815813,6500
George Hill,PG/SG,22.990897,5500
Dwight Howard,PF/C,38.929866,9500
Terrence Jones,SF/PF,21.567520,4500
Ian Mahinmi,C,8.640313,3000
Chandler Parsons,SF/PF,29.454136,6900
Luis Scola,PF/C,14.389601,3800
Greg Smith,PF/C,7.299882,3000
Lance Stephenson,SG,27.728930,6000
C.J. Watson,PG,12.723880,3000
David West,PF,26.868112,6200
Jose Barea,None,15.947932,-1
Corey Brewer,SG/SF,21.840171,4500
Dante Cunningham,PF,14.786994,3600
Kevin Love,PF/C,51.067259,11300
Kevin Martin,SG/SF,30.354961,5900
Luc Mbah a Moute,None,11.522521,-1
Nikola Pekovic,C,32.743784,6900
Ricky Rubio,PG,30.048241,6900
Alexey Shved,PG/SG,6.283928,3000
Kobe Bryant,PG/SG,26.318920,6700
Pau Gasol,PF/C,29.643964,7100
Xavier Henry,SG/SF,14.894442,3100
Jordan Hill,PF/C,20.792234,4700
Wesley Johnson,SG/SF,18.577339,4200
Jodie Meeks,SG,17.652402,3500
Robert Sacre,C,10.783204,3000
Shawne Williams,SF/PF,12.881877,3000
Nick Young,SG/SF,20.775740,5200
Quincy Acy,PF,8.845599,3000
Ray Allen,SG,16.919022,4000
Chris Andersen,PF/C,14.167863,3200
Shane Battier,SG/SF,8.834941,3000
Chris Bosh,PF/C,24.938139,6200
Mario Chalmers,PG,20.239060,4800
Norris Cole,PG,15.190405,3500
DeMarcus Cousins,PF/C,46.005198,9600
Jimmer Fredette,PG/SG,10.086119,3000
Rudy Gay,SF/PF,34.948726,6900
Aaron Gray,C,5.413091,3000
Udonis Haslem,PF,5.282371,3000
LeBron James,SF/PF,40.237637,10600
Rashard Lewis,SF/PF,10.518737,3000
Ray McCallum,PG,0.575379,3000
Ben McLemore,SG,17.386834,4800
Hamady NDiaye,C,2.555089,3000
Travis Outlaw,SF/PF,11.655977,3000
Isaiah Thomas,PG,35.118170,6400
Jason Thompson,PF/C,16.561115,4100
Dwyane Wade,PG/SG,33.042575,7200
Derrick Williams,SF/PF,15.261608,4300
Alan Anderson,SG/SF,16.767096,3000
Andray Blatche,PF/C,23.114405,5900
Reggie Evans,PF/C,7.880017,3000
Kevin Garnett,PF/C,20.627332,4600
Joe Johnson,SG/SF,29.041093,5900
Shaun Livingston,PG/SG,16.783257,3000
Brook Lopez,C,34.806103,6300
Paul Pierce,SG/SF,24.546880,5800
Mirza Teletovic,SF/PF,12.324500,3000
Deron Williams,PG,29.463351,7100
Lavoy Allen,PF/C,13.632483,3500
Alan Anderson,SG/SF,20.226299,3000
James Anderson,SG/SF,19.482131,4200
Andray Blatche,PF/C,25.833361,5900
Lorenzo Brown,PG,8.402669,3600
Brandon Davies,PF,6.627731,3000
Kevin Garnett,PF/C,22.933736,4600
Spencer Hawes,PF/C,32.255669,6500
Joe Johnson,SG/SF,35.472940,5900
Shaun Livingston,PG/SG,20.670980,3000
Paul Pierce,SG/SF,27.127583,5800
Mason Plumlee,PF,13.592546,4000
Tornike Shengelia,SF/PF,5.011388,3000
Tyshawn Taylor,PG,13.069769,3000
Mirza Teletovic,SF/PF,13.694967,3000
Hollis Thompson,SF/PF,12.037162,3600
Evan Turner,SG/SF,34.039587,7100
Deron Williams,PG,38.046058,7100
Elliot Williams,SG,5.768048,3000
Tony Wroten,PG,25.623154,5900
Thaddeus Young,SF/PF,27.026122,6400
