name,position,projection,salary
Goran Dragic,PG,29.129564,12400
Monta Ellis,SG,31.362220,12200
Channing Frye,PF/C,24.735523,9000
Archie Goodwin,SG,6.304132,5500
Gerald Green,SG/SF,21.929889,7200
Shane Larkin,PG,7.884203,6000
Shawn Marion,SF,25.061039,10900
Marcus Morris,PF,22.118189,7500
Markieff Morris,PF,27.998661,9300
Dirk Nowitzki,PF,34.640571,14100
Miles Plumlee,C,30.128112,10800
Ishmael Smith,None,7.664004,-1
P.J. Tucker,None,22.923735,-1
Brandan Wright,PF,20.570556,7700
LaMarcus Aldridge,PF,41.489377,17600
Al-Farouq Aminu,SF,20.632737,8000
Ryan Anderson,PF,32.296225,12200
Nicolas Batum,SF,29.260998,12000
Anthony Davis,PF/C,42.420604,16800
Tyreke Evans,SG,23.652602,12800
Joel Freeland,PF,9.599665,7500
Eric Gordon,SG,24.084603,8000
Jrue Holiday,PG,33.183966,12300
Meyers Leonard,C,5.438820,5000
Damian Lillard,PG,39.564289,17100
Robin Lopez,C,23.660430,8500
Wesley Matthews,SG,28.821268,9700
Anthony Morrow,SG,9.938856,5500
Austin Rivers,SG,7.312891,7500
Thomas Robinson,PF,9.822623,5000
Jason Smith,PF,21.854762,7800
Mo Williams,PG,20.507134,7500
Dorell Wright,SF,10.693624,5000
Steven Adams,C,13.131747,7500
Jeff Ayres,PF,7.741976,5000
Aron Baynes,PF/C,6.591508,5000
Marco Belinelli,SG,16.872493,7500
Matt Bonner,PF/C,6.643500,5000
Nick Collison,PF/C,10.285690,6000
Nando De Colo,PG,5.652323,5000
Boris Diaw,PF,17.931927,8000
Kevin Durant,SF,44.735956,19500
Derek Fisher,PG,6.438613,5500
Danny Green,SG/SF,16.488199,7500
Serge Ibaka,PF/C,30.176598,9800
Reggie Jackson,PG,20.880845,8200
Perry Jones,PF,6.661226,5000
Cory Joseph,PG,6.202470,5500
Jeremy Lamb,SG,15.314914,7500
Kawhi Leonard,SF,26.837071,10900
Patrick Mills,None,14.306129,-1
Kendrick Perkins,C,9.664305,7500
Andre Roberson,SG/SF,4.751290,5000
Thabo Sefolosha,SG,15.640879,6800
Tiago Splitter,C,18.358403,7500
Russell Westbrook,PG,36.075494,15300
